Date,Open,High,Low,Close,Adj Close
19/01/2018,7701,7731.799805,7694.700195,7730.799805,7730.799805
22/01/2018,7730.799805,7739.399902,7703.700195,7715.399902,7715.399902
23/01/2018,7715.399902,7745.200195,7710,7731.799805,7731.799805
24/01/2018,7731.799805,7732,7643.399902,7643.399902,7643.399902
25/01/2018,7643.399902,7662.399902,7608.5,7615.799805,7615.799805
26/01/2018,7615.799805,7667.399902,7615.799805,7665.5,7665.5
29/01/2018,7665.5,7689.200195,7663.899902,7671.5,7671.5
30/01/2018,7671.5,7671.700195,7587.100098,7588,7588
31/01/2018,7588,7599,7521.799805,7533.600098,7533.600098
01/02/2018,7533.600098,7554.700195,7476.5,7490.399902,7490.399902
02/02/2018,7490.399902,7494.799805,7432.299805,7443.399902,7443.399902
05/02/2018,7443.399902,7443.399902,7334.799805,7335,7335
06/02/2018,7335,7335,7079.399902,7141.399902,7141.399902
07/02/2018,7141.399902,7311.5,7141.399902,7279.399902,7279.399902
08/02/2018,7279.399902,7279.399902,7161.299805,7170.700195,7170.700195
09/02/2018,7170.700195,7170.700195,7073,7092.399902,7092.399902
12/02/2018,7092.399902,7199.899902,7092.399902,7177.100098,7177.100098
13/02/2018,7177.100098,7203,7165.799805,7168,7168
14/02/2018,7168,7243.200195,7145.700195,7214,7214
15/02/2018,7214,7268,7206.700195,7234.799805,7234.799805
16/02/2018,7234.799805,7308,7234.799805,7294.700195,7294.700195
19/02/2018,7294.700195,7306.200195,7240,7247.700195,7247.700195
20/02/2018,7247.700195,7264.799805,7202.100098,7246.799805,7246.799805
21/02/2018,7246.799805,7291.799805,7220.600098,7281.600098,7281.600098
22/02/2018,7281.600098,7281.600098,7187.799805,7252.399902,7252.399902
23/02/2018,7252.399902,7262.100098,7220.799805,7244.399902,7244.399902
26/02/2018,7244.399902,7313,7244.299805,7289.600098,7289.600098
27/02/2018,7289.600098,7326,7272.899902,7282.5,7282.5
28/02/2018,7282.5,7293.399902,7231.899902,7231.899902,7231.899902
01/03/2018,7231.899902,7231.899902,7153.399902,7175.600098,7175.600098
02/03/2018,7175.600098,7175.600098,7063.399902,7069.899902,7069.899902
05/03/2018,7069.899902,7119.200195,7062.100098,7116,7116
06/03/2018,7116,7197.799805,7115.600098,7146.799805,7146.799805
07/03/2018,7146.799805,7180.700195,7109.600098,7157.799805,7157.799805
08/03/2018,7157.799805,7212.100098,7145.700195,7203.200195,7203.200195
09/03/2018,7203.200195,7225.299805,7189.700195,7224.5,7224.5
12/03/2018,7224.5,7254.899902,7198.200195,7214.799805,7214.799805
13/03/2018,7214.799805,7224.100098,7125.600098,7138.799805,7138.799805
14/03/2018,7138.799805,7176.5,7122.799805,7132.700195,7132.700195
15/03/2018,7132.700195,7162.600098,7127.100098,7139.799805,7139.799805
16/03/2018,7139.799805,7187.299805,7131.299805,7164.100098,7164.100098
19/03/2018,7164.100098,7164.200195,7034.899902,7042.899902,7042.899902
20/03/2018,7042.899902,7081.5,7042.600098,7061.299805,7061.299805
21/03/2018,7061.299805,7065.700195,7016.799805,7039,7039
