Date,Open,High,Low,Close,Adj Close
25/08/2014,11.58,12.73,11.24,12.09,12.09
01/09/2014,12.32,13.41,11.7,12.09,12.09
08/09/2014,12.64,14.27,12.4,13.31,13.31
15/09/2014,13.54,14.53,11.52,12.11,12.11
22/09/2014,13.14,16.690001,13.13,14.85,14.85
29/09/2014,16.959999,17.98,14.44,14.55,14.55
06/10/2014,14.46,22.059999,14.05,21.24,21.24
13/10/2014,21.16,31.059999,20.23,21.99,21.99
20/10/2014,22.110001,22.16,15.56,16.110001,16.110001
27/10/2014,17.24,17.870001,13.72,14.03,14.03
03/11/2014,14.41,15.93,13.01,13.12,13.12
10/11/2014,13.16,14.31,12.38,13.31,13.31
17/11/2014,14.7,15.74,12.9,12.9,12.9
24/11/2014,12.92,13.49,11.91,13.33,13.33
01/12/2014,14.16,14.75,11.53,11.89,11.89
08/12/2014,13.05,23.059999,12.55,21.08,21.08
15/12/2014,19.59,25.200001,16.07,16.49,16.49
22/12/2014,16.32,16.879999,14.01,14.5,14.5
29/12/2014,16.040001,20.139999,15.06,17.790001,17.790001
05/01/2015,19.190001,22.9,16.440001,17.549999,17.549999
12/01/2015,18.02,23.43,17.65,20.950001,20.950001
19/01/2015,20.07,21.370001,15.81,16.66,16.66
26/01/2015,16.959999,22.18,15.52,20.969999,20.969999
02/02/2015,20.889999,22.809999,16.059999,17.290001,17.290001
09/02/2015,19.16,19.280001,14.69,14.69,14.69
16/02/2015,15.85,16.74,14.27,14.3,14.3
23/02/2015,15.05,15.48,12.86,13.34,13.34
02/03/2015,13.9,15.83,12.87,15.2,15.2
09/03/2015,15.72,17.190001,14.71,16,16
16/03/2015,15.78,16.370001,12.54,13.02,13.02
23/03/2015,13.52,17.190001,12.59,15.07,15.07
30/03/2015,14.76,16.66,14.08,14.67,14.67
06/04/2015,15.75,15.76,12.51,12.58,12.58
13/04/2015,13.17,15.02,12.5,13.89,13.89
20/04/2015,13.67,13.8,12.12,12.29,12.29
27/04/2015,12.34,15.29,12.33,12.7,12.7
04/05/2015,13.12,16.360001,12.1,12.86,12.86
11/05/2015,13.35,15.13,12.35,12.38,12.38
18/05/2015,13.08,13.27,11.82,12.13,12.13
25/05/2015,13.45,14.63,13.05,13.84,13.84
01/06/2015,13.92,15.65,13.4,14.21,14.21
08/06/2015,14.84,15.74,12.56,13.78,13.78
15/06/2015,15.48,15.62,12.54,13.96,13.96
22/06/2015,13.42,14.91,11.93,14.02,14.02
29/06/2015,16.700001,19.799999,15.39,16.790001,16.790001
06/07/2015,18.65,20.049999,15.93,16.83,16.83
13/07/2015,15.29,15.36,11.77,11.95,11.95
20/07/2015,12.25,14.73,11.71,13.74,13.74
27/07/2015,15.6,16.27,11.82,12.12,12.12
03/08/2015,12.85,14.58,10.88,13.39,13.39
10/08/2015,12.73,16.280001,12.18,12.83,12.83
17/08/2015,14.32,28.379999,13.01,28.030001,28.030001
24/08/2015,28.030001,53.290001,24.49,26.049999,26.049999
31/08/2015,27.030001,33.82,23.450001,27.799999,27.799999
07/09/2015,25.049999,27.219999,21.51,23.200001,23.200001
14/09/2015,24.030001,25.32,17.870001,22.280001,22.280001
21/09/2015,21.969999,26.290001,20.049999,23.620001,23.620001
28/09/2015,25.02,28.33,20.35,20.940001,20.940001
05/10/2015,20.309999,20.42,16.34,17.08,17.08
12/10/2015,17.68,18.780001,15.05,15.05,15.05
19/10/2015,15.68,16.700001,13.24,14.46,14.46
26/10/2015,14.76,15.99,12.8,15.07,15.07
02/11/2015,15.41,16.389999,13.67,14.33,14.33
09/11/2015,15.34,20.67,15.02,20.08,20.08
16/11/2015,20.51,20.549999,15.47,15.47,15.47
23/11/2015,16.15,17.209999,15.05,15.12,15.12
30/11/2015,15.55,19.35,14.63,14.81,14.81
07/12/2015,15.65,25.27,15.58,24.389999,24.389999
14/12/2015,24.700001,26.809999,16.129999,20.700001,20.700001
21/12/2015,19.639999,20.209999,14.45,15.74,15.74
28/12/2015,17.65,20.389999,15.63,18.209999,18.209999
04/01/2016,22.48,27.08,19.25,27.01,27.01
11/01/2016,25.58,30.950001,21.440001,27.02,27.02
18/01/2016,25.4,32.09,22.219999,22.34,22.34
25/01/2016,23.299999,27.219999,19.5,20.200001,20.200001
01/02/2016,21.32,27.700001,19.610001,23.379999,23.379999
08/02/2016,25.889999,30.9,24.469999,25.4,25.4
15/02/2016,24.959999,25.52,20.52,20.530001,20.530001
22/02/2016,20.139999,22.870001,18.459999,19.809999,19.809999
29/02/2016,20.49,20.809999,16.049999,16.860001,16.860001
07/03/2016,17.98,19.59,16.280001,16.5,16.5
14/03/2016,17.01,17.85,13.75,14.02,14.02
21/03/2016,14.57,16.440001,13.75,14.74,14.74
28/03/2016,15.65,16.040001,13,13.1,13.1
04/04/2016,13.88,16.77,13.66,15.36,15.36
11/04/2016,15.34,16.57,13.38,13.62,13.62
18/04/2016,14.87,14.94,12.5,13.22,13.22
25/04/2016,14.07,17.09,13.3,15.7,15.7
02/05/2016,16.33,16.85,14.48,14.72,14.72
09/05/2016,15.2,15.47,13.29,15.04,15.04
16/05/2016,15.72,17.65,14.28,15.2,15.2
23/05/2016,16.33,16.469999,13.04,13.12,13.12
30/05/2016,13.94,15.25,12.9,13.47,13.47
06/06/2016,13.84,17.33,12.72,17.030001,17.030001
13/06/2016,18.24,22.889999,17.889999,19.41,19.41
20/06/2016,17.42,26.24,16.59,25.76,25.76
27/06/2016,24.379999,26.719999,14.61,14.77,14.77
04/07/2016,16.049999,17.040001,13.19,13.2,13.2
11/07/2016,13.25,13.93,12.14,12.67,12.67
18/07/2016,12.75,13.12,11.4,12.02,12.02
25/07/2016,12.64,13.74,11.77,11.87,11.87
01/08/2016,11.89,14.24,11.18,11.39,11.39
08/08/2016,11.66,12.5,11.02,11.55,11.55
15/08/2016,11.81,13.71,11.33,11.34,11.34
22/08/2016,12.53,14.93,11.72,13.65,13.65
29/08/2016,14.09,14.61,11.9,11.98,11.98
05/09/2016,12.42,17.540001,11.65,17.5,17.5
12/09/2016,20.129999,20.51,14.76,15.37,15.37
19/09/2016,15.14,16.09,11.76,12.29,12.29
26/09/2016,13.26,15.69,12.14,13.29,13.29
03/10/2016,13.75,14.57,12.21,13.48,13.48
10/10/2016,14.19,17.950001,13.29,16.120001,16.120001
17/10/2016,17.01,17.110001,13.27,13.34,13.34
24/10/2016,13.19,17.35,12.73,16.190001,16.190001
31/10/2016,16.309999,23.01,16.25,22.51,22.51
07/11/2016,19.780001,21.48,13.26,14.17,14.17
14/11/2016,14.69,15.56,12.85,12.85,12.85
21/11/2016,13.27,13.44,12.16,12.34,12.34
28/11/2016,13.4,14.72,12.23,14.12,14.12
05/12/2016,13.75,13.77,11.3,11.75,11.75
12/12/2016,12.23,13.42,12.07,12.2,12.2
19/12/2016,12.5,12.52,10.93,11.44,11.44
26/12/2016,12.26,14.68,11.84,14.04,14.04
02/01/2017,14.07,14.07,10.98,11.32,11.32
09/01/2017,11.71,12.6,10.94,11.23,11.23
16/01/2017,12.2,13.28,11.53,11.54,11.54
23/01/2017,12.3,12.62,10.3,10.58,10.58
30/01/2017,11.1,12.99,9.97,10.97,10.97
06/02/2017,11.37,11.84,10.55,10.85,10.85
13/02/2017,11.36,12.86,10.73,11.49,11.49
20/02/2017,12.05,12.59,11.34,11.47,11.47
27/02/2017,11.78,12.96,10.94,10.96,10.96
06/03/2017,11.59,12.43,11.04,11.66,11.66
13/03/2017,12.16,12.54,10.6,11.28,11.28
20/03/2017,11.71,14.16,10.92,12.96,12.96
27/03/2017,14.78,15.11,11.03,12.37,12.37
03/04/2017,12.59,13.59,10.9,12.87,12.87
10/04/2017,13.24,16.219999,12.94,15.96,15.96
17/04/2017,16.190001,16.280001,13.46,14.63,14.63
24/04/2017,11.56,12.01,10.22,10.82,10.82
01/05/2017,10.92,11.24,9.9,10.57,10.57
08/05/2017,10.53,11.23,9.56,10.4,10.4
15/05/2017,10.54,16.299999,10.18,12.04,12.04
22/05/2017,12.29,12.52,9.65,9.81,9.81
29/05/2017,10.61,11.3,9.58,9.75,9.75
05/06/2017,10.08,12.11,9.37,10.7,10.7
12/06/2017,11.19,12.37,10.01,10.38,10.38
19/06/2017,10.57,11.4,9.85,10.02,10.02
26/06/2017,10.13,15.16,9.68,11.18,11.18
03/07/2017,11.07,13.05,10.28,11.19,11.19
10/07/2017,11.26,12.14,9.5,9.51,9.51
17/07/2017,9.77,10.35,9.3,9.36,9.36
24/07/2017,9.94,11.5,8.84,10.29,10.29
31/07/2017,10.53,10.84,9.68,10.03,10.03
07/08/2017,10.19,17.280001,9.52,15.51,15.51
14/08/2017,14.05,16.040001,11.25,14.26,14.26
21/08/2017,14.59,14.74,11.1,11.28,11.28
28/08/2017,12.09,14.34,10.02,10.13,10.13
04/09/2017,11.75,14.06,11.32,12.12,12.12
11/09/2017,11.38,11.39,10,10.17,10.17
18/09/2017,10.18,10.67,9.5,9.59,9.59
25/09/2017,10.08,11.21,9.36,9.51,9.51
02/10/2017,9.59,10.27,9.11,9.65,9.65
09/10/2017,9.92,10.66,9.44,9.61,9.61
16/10/2017,9.95,11.77,9.29,9.97,9.97
23/10/2017,10.25,13.2,9.74,9.8,9.8
30/10/2017,10.28,10.89,8.99,9.14,9.14
06/11/2017,9.63,12.19,9.29,11.29,11.29
13/11/2017,11.43,14.51,11,11.43,11.43
20/11/2017,11.96,12.08,8.56,9.67,9.67
27/11/2017,10.07,14.58,9.53,11.43,11.43
04/12/2017,11.05,11.86,9.43,9.58,9.58
11/12/2017,9.74,10.54,9.21,9.42,9.42
18/12/2017,9.46,10.18,8.9,9.9,9.9
25/12/2017,10.19,11.06,9.71,11.04,11.04
01/01/2018,10.95,11.07,8.92,9.22,9.22
08/01/2018,9.61,10.85,9.32,10.16,10.16
15/01/2018,10.42,12.81,10.4,11.27,11.27
22/01/2018,11.59,12.19,10.76,11.08,11.08
29/01/2018,11.71,17.860001,11.68,17.309999,17.309999
05/02/2018,18.440001,50.299999,16.799999,29.059999,29.059999
12/02/2018,27.25,29.700001,17.440001,19.459999,19.459999
19/02/2018,20.530001,21.610001,16.469999,16.49,16.49
26/02/2018,16.530001,26.219999,15.29,19.59,19.59
05/03/2018,21.549999,21.57,13.31,14.64,14.64
12/03/2018,15.28,17.59,14.94,15.8,15.8
19/03/2018,16.629999,26.01,16.26,24.870001,24.870001
26/03/2018,23.41,24.940001,19.6,19.969999,19.969999
02/04/2018,21.07,25.719999,18.57,21.49,21.49
09/04/2018,21.27,22.02,17.26,17.41,17.41
16/04/2018,17.59,17.66,14.57,16.879999,16.879999
23/04/2018,17.290001,19.84,15.25,15.41,15.41
30/04/2018,15.31,18.66,10.91,14.77,14.77
07/05/2018,15.05,15.56,12.65,12.65,12.65
14/05/2018,13.09,15.01,12.5,13.42,13.42
21/05/2018,12.99,14.6,12.29,13.22,13.22
28/05/2018,14.39,18.780001,13.37,13.46,13.46
04/06/2018,13.91,13.91,11.22,12.18,12.18
11/06/2018,12.52,13.16,11.88,11.98,11.98
18/06/2018,12.79,15.18,12.18,13.77,13.77
25/06/2018,15.07,19.610001,14.56,16.09,16.09
02/07/2018,17.700001,18.08,13.34,13.37,13.37
09/07/2018,13.02,14.15,11.62,12.18,12.18
16/07/2018,12.77,13.58,11.44,12.86,12.86
23/07/2018,13.47,14.26,11.6,13.03,13.03
30/07/2018,13.63,14.53,11.07,11.64,11.64
06/08/2018,11.91,13.82,10.17,13.16,13.16
13/08/2018,14.5,16.860001,12.4,12.64,12.64
20/08/2018,12.57,13.29,11.65,11.99,11.99
27/08/2018,12.37,14.03,11.87,12.86,12.86
03/09/2018,13.13,15.63,13.12,14.88,14.88
10/09/2018,15.09,15.2,11.93,12.07,12.07
17/09/2018,12.72,13.75,11.1,11.68,11.68
24/09/2018,12.46,13.22,11.55,12.12,12.12
01/10/2018,11.99,17.360001,11.34,14.82,14.82
08/10/2018,16.049999,28.84,15.27,21.309999,21.309999
15/10/2018,21.969999,22.889999,17.059999,19.889999,19.889999
22/10/2018,19.379999,27.52,18.82,24.16,24.16
29/10/2018,24.48,27.860001,18.049999,19.51,19.51
05/11/2018,20.58,20.870001,16.09,17.360001,17.360001
12/11/2018,17.26,22.969999,17.25,18.139999,18.139999
19/11/2018,18.780001,23.809999,18.52,21.52,21.52
26/11/2018,20.780001,20.799999,18.030001,18.07,18.07
03/12/2018,16.040001,25.940001,15.94,23.23,23.23
10/12/2018,23.950001,25.940001,20.34,21.629999,21.629999
17/12/2018,22.360001,31.35,21.969999,30.110001,30.110001
24/12/2018,29.290001,36.200001,27.43,28.34,28.34
31/12/2018,27.59,28.530001,21.190001,21.379999,21.379999
07/01/2019,22.059999,22.799999,18.120001,18.190001,18.190001
14/01/2019,19.84,20.27,17.17,17.799999,17.799999
21/01/2019,18.530001,22.02,17.309999,17.42,17.42
28/01/2019,18.559999,20.42,16.08,16.139999,16.139999
04/02/2019,16.719999,17.889999,15.04,15.72,15.72
11/02/2019,16.17,17.27,14.79,14.91,14.91
18/02/2019,15.65,16.16,13.51,13.51,13.51
25/02/2019,13.91,16.17,13.41,13.57,13.57
04/03/2019,13.77,18.33,13.38,16.049999,16.049999
11/03/2019,16.280001,16.43,12.5,12.88,12.88
18/03/2019,13.13,17.52,12.37,16.48,16.48
25/03/2019,17.76,17.85,14.67,14.68,14.68
