Date,Open,High,Low,Close,Adj Close
27/03/2000,4994.419922,5022.22998,4355.689941,4572.830078,4572.830078
03/04/2000,4494.890137,4572.839844,3649.110107,4446.450195,4446.450195
10/04/2000,4475.200195,4475.200195,3265.97998,3321.290039,3321.290039
17/04/2000,3232.939941,3851.560059,3227.040039,3643.879883,3643.879883
24/04/2000,3466.689941,3873.850098,3345.25,3860.659912,3860.659912
01/05/2000,3930.179932,3982.379883,3592.790039,3816.820068,3816.820068
08/05/2000,3758.459961,3765.219971,3367.060059,3529.060059,3529.060059
15/05/2000,3533.209961,3729.120117,3381.72998,3390.399902,3390.399902
22/05/2000,3390.949951,3390.949951,3042.659912,3205.110107,3205.110107
29/05/2000,3286.540039,3814.5,3286.540039,3813.379883,3813.379883
05/06/2000,3773.23999,3893.669922,3725.870117,3874.840088,3874.840088
12/06/2000,3892.050049,3892.050049,3695.350098,3860.560059,3860.560059
19/06/2000,3818.649902,4073.72998,3818.649902,3845.340088,3845.340088
26/06/2000,3884.649902,3974.47998,3838.850098,3966.110107,3966.110107
03/07/2000,3950.590088,4054.050049,3820.340088,4023.199951,4023.199951
10/07/2000,3993.620117,4252.220215,3936.75,4246.180176,4246.180176
17/07/2000,4243.549805,4289.060059,4047.429932,4094.449951,4094.449951
24/07/2000,4109.649902,4125.799805,3642.280029,3663,3663
31/07/2000,3692.429932,3846.97998,3521.139893,3787.360107,3787.360107
07/08/2000,3819.379883,3936.459961,3686.860107,3789.469971,3789.469971
14/08/2000,3804.689941,3980.26001,3767.370117,3930.340088,3930.340088
21/08/2000,3966.22998,4083.120117,3902.110107,4042.679932,4042.679932
28/08/2000,4049.179932,4259.870117,4048.01001,4234.330078,4234.330078
04/09/2000,4205.939941,4206.509766,3977.469971,3978.409912,3978.409912
11/09/2000,3961.159912,4008.459961,3794.290039,3835.22998,3835.22998
18/09/2000,3838.629883,3913.870117,3614.659912,3803.76001,3803.76001
25/09/2000,3852.530029,3868.110107,3622.659912,3672.820068,3672.820068
02/10/2000,3714.47998,3714.47998,3314.909912,3361.01001,3361.01001
09/10/2000,3352.149902,3383.399902,3054.550049,3316.77002,3316.77002
16/10/2000,3315.47998,3535.110107,3026.110107,3483.139893,3483.139893
23/10/2000,3483.379883,3526.709961,3081.360107,3278.360107,3278.360107
30/10/2000,3243.879883,3468.590088,3149.23999,3451.580078,3451.580078
06/11/2000,3469.350098,3480.01001,3028.919922,3028.98999,3028.98999
13/11/2000,2956.090088,3208.949951,2859.389893,3027.189941,3027.189941
20/11/2000,2943.110107,2949.5,2754.139893,2904.379883,2904.379883
27/11/2000,2979.929932,2998.75,2523.040039,2645.290039,2645.290039
04/12/2000,2662.560059,2929.949951,2567.179932,2917.429932,2917.429932
11/12/2000,2936.600098,3028.75,2596.030029,2653.27002,2653.27002
18/12/2000,2698.719971,2726.199951,2288.159912,2517.02002,2517.02002
25/12/2000,2518.290039,2577.02002,2436.189941,2470.52002,2470.52002
01/01/2001,2474.159912,2644.800049,2251.709961,2407.649902,2407.649902
08/01/2001,2388.719971,2699.870117,2299.649902,2626.5,2626.5
15/01/2001,2631.48999,2841.25,2576.949951,2770.379883,2770.379883
22/01/2001,2759.100098,2892.360107,2686.649902,2781.300049,2781.300049
29/01/2001,2757.290039,2872.469971,2660.110107,2660.5,2660.5
05/02/2001,2639.649902,2705.590088,2455.870117,2470.969971,2470.969971
12/02/2001,2458.649902,2593.090088,2388.399902,2425.379883,2425.379883
19/02/2001,2439.570068,2442.98999,2156.290039,2262.51001,2262.51001
26/02/2001,2287.879883,2309.72998,2071.030029,2117.629883,2117.629883
05/03/2001,2142.75,2243.780029,2041.780029,2052.780029,2052.780029
12/03/2001,2001.680054,2030.72998,1877.689941,1890.910034,1890.910034
19/03/2001,1901.449951,1974.140015,1794.209961,1928.680054,1928.680054
26/03/2001,1957.709961,1979.75,1794.300049,1840.26001,1840.26001
02/04/2001,1835.219971,1852.48999,1619.579956,1720.359985,1720.359985
09/04/2001,1739.660034,1961.569946,1710.76001,1961.430054,1961.430054
16/04/2001,1934.699951,2202.860107,1869.339966,2163.409912,2163.409912
23/04/2001,2118.360107,2118.77002,2000.829956,2075.679932,2075.679932
30/04/2001,2113.110107,2232.659912,2088.610107,2191.530029,2191.530029
07/05/2001,2194.040039,2215.370117,2097.360107,2107.429932,2107.429932
14/05/2001,2105.360107,2216.360107,2052.409912,2198.879883,2198.879883
21/05/2001,2201.449951,2328.050049,2198.139893,2251.030029,2251.030029
28/05/2001,2239.919922,2239.919922,2077.97998,2149.439941,2149.439941
04/06/2001,2164.699951,2264.580078,2136.629883,2215.100098,2215.100098
11/06/2001,2205.409912,2205.409912,1992.390015,2028.430054,2028.430054
18/06/2001,2035.339966,2077.429932,1973.699951,2034.839966,2034.839966
25/06/2001,2054.340088,2180.110107,2017.339966,2160.540039,2160.540039
02/07/2001,2156.76001,2181.050049,2001.819946,2004.160034,2004.160034
09/07/2001,2010.969971,2105.149902,1934.670044,2084.790039,2084.790039
16/07/2001,2078.530029,2091.679932,2003.949951,2029.369995,2029.369995
23/07/2001,2043.839966,2047.849976,1939.280029,2029.069946,2029.069946
30/07/2001,2034.109985,2103.159912,2009.939941,2066.330078,2066.330078
06/08/2001,2047.859985,2053.600098,1915.98999,1956.469971,1956.469971
13/08/2001,1963.040039,1998.589966,1862.76001,1867.01001,1867.01001
20/08/2001,1866.290039,1916.829956,1817.699951,1916.800049,1916.800049
27/08/2001,1912.699951,1933.939941,1777.109985,1805.430054,1805.430054
03/09/2001,1802.290039,1836.189941,1676.420044,1687.699951,1687.699951
10/09/2001,1673.780029,1702.119995,1669.939941,1695.380005,1695.380005
17/09/2001,1613.829956,1629.099976,1387.060059,1423.189941,1423.189941
24/09/2001,1459.469971,1528.329956,1418.150024,1498.800049,1498.800049
01/10/2001,1491.449951,1641.560059,1458.410034,1605.300049,1605.300049
08/10/2001,1582.930054,1707.430054,1558.810059,1703.400024,1703.400024
15/10/2001,1684.040039,1754.01001,1628.23999,1671.310059,1671.310059
22/10/2001,1666.079956,1792.869995,1660.219971,1768.959961,1768.959961
29/10/2001,1763.420044,1767.969971,1646.300049,1745.72998,1745.72998
05/11/2001,1768.290039,1888.390015,1768.290039,1828.47998,1828.47998
12/11/2001,1826.25,1922.449951,1782.47998,1898.579956,1898.579956
19/11/2001,1912.47998,1934.699951,1853.670044,1903.199951,1903.199951
26/11/2001,1914.530029,1965.089966,1887.969971,1930.579956,1930.579956
03/12/2001,1915.130005,2065.689941,1898.97998,2021.26001,2021.26001
10/12/2001,2007.670044,2036.540039,1934.599976,1953.170044,1953.170044
17/12/2001,1950.939941,2010.910034,1918.5,1945.829956,1945.829956
24/12/2001,1946.839966,2002.719971,1942.069946,1987.26001,1987.26001
31/12/2001,1984.310059,2077.889893,1936.560059,2059.379883,2059.379883
07/01/2002,2075.23999,2098.879883,2018.680054,2022.459961,2022.459961
14/01/2002,2012.589966,2018.420044,1922.699951,1930.339966,1930.339966
21/01/2002,1946.869995,1959.930054,1879.23999,1937.699951,1937.699951
28/01/2002,1951.119995,1959.050049,1851.48999,1911.23999,1911.23999
04/02/2002,1907.579956,1907.579956,1772.150024,1818.880005,1818.880005
11/02/2002,1816.939941,1877.73999,1801.670044,1805.199951,1805.199951
18/02/2002,1790.939941,1791.01001,1696.550049,1724.540039,1724.540039
25/02/2002,1731.430054,1802.890015,1728.650024,1802.73999,1802.73999
04/03/2002,1799.680054,1935.089966,1789.719971,1929.670044,1929.670044
11/03/2002,1919.72998,1946.22998,1845.930054,1868.300049,1868.300049
18/03/2002,1882.72998,1893.26001,1825.98999,1851.390015,1851.390015
25/03/2002,1855.650024,1863.050049,1807.469971,1845.349976,1845.349976
01/04/2002,1834.589966,1865.369995,1769.949951,1770.030029,1770.030029
08/04/2002,1741.099976,1795.619995,1724.150024,1756.189941,1756.189941
15/04/2002,1761.949951,1832.01001,1740.609985,1796.829956,1796.829956
22/04/2002,1779.180054,1779.180054,1663.780029,1663.890015,1663.890015
29/04/2002,1668.52002,1697.030029,1605.969971,1613.030029,1613.030029
06/05/2002,1611.050049,1696.349976,1560.290039,1600.849976,1600.849976
13/05/2002,1611.26001,1759.329956,1602.599976,1741.390015,1741.390015
20/05/2002,1726.780029,1726.890015,1643.959961,1661.48999,1661.48999
27/05/2002,1670.349976,1671.349976,1607.300049,1615.72998,1615.72998
03/06/2002,1613.5,1621.5,1495.810059,1535.47998,1535.47998
10/06/2002,1536.97998,1551.800049,1445.439941,1504.73999,1504.73999
17/06/2002,1519.650024,1567.98999,1435.849976,1440.959961,1440.959961
24/06/2002,1429.560059,1486.25,1375.530029,1463.209961,1463.209961
01/07/2002,1457.040039,1459.839966,1336.060059,1448.359985,1448.359985
08/07/2002,1439.849976,1452.560059,1323.589966,1373.5,1373.5
15/07/2002,1365.790039,1426.280029,1309.939941,1319.150024,1319.150024
22/07/2002,1309.839966,1332.099976,1192.420044,1262.119995,1262.119995
29/07/2002,1286.810059,1354.47998,1235.569946,1247.920044,1247.920044
05/08/2002,1243.380005,1322.069946,1205.680054,1306.119995,1306.119995
12/08/2002,1293.880005,1368.689941,1265.189941,1361.01001,1361.01001
19/08/2002,1362.290039,1426.76001,1359.140015,1380.619995,1380.619995
26/08/2002,1387.199951,1396.400024,1295.790039,1314.849976,1314.849976
02/09/2002,1302.670044,1304.02002,1251,1295.300049,1295.300049
09/09/2002,1286.75,1347.27002,1270.589966,1291.400024,1291.400024
16/09/2002,1286.849976,1298.5,1216.189941,1221.089966,1221.089966
23/09/2002,1209.130005,1239.619995,1169.040039,1199.160034,1199.160034
30/09/2002,1187.47998,1222.719971,1135.27002,1139.900024,1139.900024
07/10/2002,1135.790039,1220.119995,1108.48999,1210.469971,1210.469971
14/10/2002,1198.5,1288.079956,1193.420044,1287.859985,1287.859985
21/10/2002,1276.76001,1331.329956,1267.76001,1331.130005,1331.130005
28/10/2002,1345.719971,1360.829956,1279.189941,1360.699951,1360.699951
04/11/2002,1394.569946,1420.030029,1354.280029,1359.280029,1359.280029
11/11/2002,1355.099976,1413.530029,1319.069946,1411.140015,1411.140015
18/11/2002,1422.540039,1475.349976,1367.76001,1468.73999,1468.73999
25/11/2002,1470.640015,1497.439941,1441.119995,1478.780029,1478.780029
02/12/2002,1507.939941,1521.439941,1391.099976,1422.439941,1422.439941
09/12/2002,1411.400024,1411.689941,1362.420044,1362.420044,1362.420044
16/12/2002,1367.73999,1408.160034,1346.180054,1363.050049,1363.050049
23/12/2002,1359.920044,1392.579956,1346.650024,1348.310059,1348.310059
30/12/2002,1349.430054,1389.439941,1327.189941,1387.079956,1387.079956
06/01/2003,1390.189941,1457.449951,1390.089966,1447.719971,1447.719971
13/01/2003,1461.72998,1467.349976,1376.180054,1376.189941,1376.189941
20/01/2003,1380.430054,1393.670044,1340.219971,1342.140015,1342.140015
27/01/2003,1329.810059,1363.310059,1303.640015,1320.910034,1320.910034
03/02/2003,1324.73999,1335.76001,1278.540039,1282.469971,1282.469971
10/02/2003,1286.51001,1315.040039,1261.790039,1310.170044,1310.170044
17/02/2003,1319.98999,1352.069946,1316.040039,1349.02002,1349.02002
24/02/2003,1342.5,1343.089966,1291.959961,1337.52002,1337.52002
03/03/2003,1344.209961,1353.310059,1280.719971,1305.290039,1305.290039
10/03/2003,1295.459961,1352.839966,1253.219971,1340.329956,1340.329956
17/03/2003,1329.949951,1425.72998,1326.280029,1421.839966,1421.839966
24/03/2003,1390.040039,1400.140015,1367.890015,1369.599976,1369.599976
31/03/2003,1351.609985,1412.079956,1336.609985,1383.51001,1383.51001
07/04/2003,1425.22998,1430.109985,1351.099976,1358.849976,1358.849976
14/04/2003,1361.349976,1425.5,1359.319946,1425.5,1425.5
21/04/2003,1425.959961,1468.079956,1413.709961,1434.540039,1434.540039
28/04/2003,1437.859985,1504.219971,1435.349976,1502.880005,1502.880005
05/05/2003,1508.310059,1531.819946,1486.910034,1520.150024,1520.150024
12/05/2003,1518.52002,1552.97998,1512.719971,1538.530029,1538.530029
19/05/2003,1530.380005,1536.040039,1478.150024,1510.089966,1510.089966
26/05/2003,1504.869995,1599.920044,1504.219971,1595.910034,1595.910034
02/06/2003,1612.099976,1684.060059,1584.699951,1627.420044,1627.420044
09/06/2003,1623,1661.119995,1597.319946,1626.48999,1626.48999
16/06/2003,1633.800049,1686.099976,1629.589966,1644.719971,1644.719971
23/06/2003,1642.329956,1653.73999,1598.25,1625.26001,1625.26001
30/06/2003,1634.859985,1683.77002,1598.920044,1663.459961,1663.459961
07/07/2003,1685.410034,1758.180054,1685.410034,1733.930054,1733.930054
14/07/2003,1757.430054,1776.099976,1688.819946,1708.5,1708.5
21/07/2003,1706.150024,1740.800049,1675.180054,1730.699951,1730.699951
28/07/2003,1734.680054,1757.369995,1713.209961,1715.619995,1715.619995
04/08/2003,1714.839966,1723.27002,1640.880005,1644.030029,1644.030029
11/08/2003,1646.949951,1705.329956,1646.589966,1702.01001,1702.01001
18/08/2003,1707.170044,1812.48999,1706.930054,1765.319946,1765.319946
25/08/2003,1763.780029,1813.819946,1737.150024,1810.449951,1810.449951
01/09/2003,1817.920044,1879.699951,1804.300049,1858.23999,1858.23999
08/09/2003,1863.880005,1888.650024,1819.420044,1855.030029,1855.030029
15/09/2003,1857.119995,1913.73999,1843.790039,1905.699951,1905.699951
22/09/2003,1881.420044,1904.130005,1792.060059,1792.069946,1792.069946
29/09/2003,1801.550049,1891.619995,1783.459961,1880.569946,1880.569946
06/10/2003,1884.640015,1936.930054,1876,1915.310059,1915.310059
13/10/2003,1924.060059,1966.869995,1910.23999,1912.359985,1912.359985
20/10/2003,1913.790039,1944.339966,1841.619995,1865.589966,1865.589966
27/10/2003,1876.030029,1957.530029,1873.619995,1932.209961,1932.209961
03/11/2003,1941.310059,1992.27002,1938.219971,1970.73999,1970.73999
10/11/2003,1972.099976,1977.790039,1923.5,1930.26001,1930.26001
17/11/2003,1919.01001,1926,1878.069946,1893.880005,1893.880005
